FIPSCode,State,JurisdictionName,E1a,E1b,E1c,E1d,E1e_Other,E1e,E1f_Other,E1f,E1Comments,E2a,E2b,E2c,E2d,E2e,E2f,E2g,E2h,E2i,E2j_Other,E2j,E2k_Other,E2k,E2l_Other,E2l,E2m_Other,E2m,E2n_Other,E2n,E2o_Other,E2o,E2p_Other,E2p,E2Comments
2500701585,MA,AQUINNAH,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500713800,MA,CHILMARK TOWN,1,1,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500721150,MA,EDGARTOWN TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500726325,MA,GOSNOLD TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500750390,MA,OAK BLUFFS TOWN,7,4,-888888: Not Applicable,3, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,1,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,2,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500769940,MA,TISBURY TOWN,2,1,-888888: Not Applicable,1, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,0,Name not on list and could not verified at precinct,1,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500778235,MA,WEST TISBURY TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,0,Name not on list and could not verified at precinct,0,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500901185,MA,AMESBURY TOWN,10,7,-888888: Not Applicable,3, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,1,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,1,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500901465,MA,ANDOVER TOWN,15,8,-888888: Not Applicable,7, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,6,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500905595,MA,BEVERLY CITY,6,2,-888888: Not Applicable,4, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,4,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500907420,MA,BOXFORD TOWN,8,4,-888888: Not Applicable,4, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,2,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,1,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500916250,MA,DANVERS TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500921850,MA,ESSEX TOWN,2,2,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500925625,MA,GEORGETOWN TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500926150,MA,GLOUCESTER CITY,18,4,-888888: Not Applicable,14, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,14,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500927620,MA,GROVELAND TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500927900,MA,HAMILTON TOWN,3,2,-888888: Not Applicable,1, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,1,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500929405,MA,HAVERHILL CITY,138,15,-888888: Not Applicable,123, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,2,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,120,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500932310,MA,IPSWICH TOWN,7,0,-888888: Not Applicable,7, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,7,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500934550,MA,LAWRENCE CITY,189,75,-888888: Not Applicable,114, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,114, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500937490,MA,LYNN CITY,46,13,-888888: Not Applicable,33, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,1,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,9,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,19,OTHER,4, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500937560,MA,LYNNFIELD TOWN,7,2,-888888: Not Applicable,5, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,2,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,3,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500937995,MA,MANCHESTER-BY-THE-SEA T,2,0,-888888: Not Applicable,2, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,2,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500938400,MA,MARBLEHEAD TOWN,19,4,-888888: Not Applicable,15, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,12,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,3,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500940430,MA,MERRIMAC TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500940710,MA,METHUEN TOWN,37,10,-888888: Not Applicable,27, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,26,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500941095,MA,MIDDLETON TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500943580,MA,NAHANT TOWN,5,2,-888888: Not Applicable,3, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,2,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500945175,MA,NEWBURY TOWN,1,0,-888888: Not Applicable,1, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,1,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500945245,MA,NEWBURYPORT CITY,14,9,-888888: Not Applicable,5, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,5,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500946365,MA,NORTH ANDOVER TOWN,5,1,-888888: Not Applicable,4, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,4,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500952490,MA,PEABODY CITY,89,17,-888888: Not Applicable,72, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,1,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,69,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,2,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500957880,MA,ROCKPORT TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500958405,MA,ROWLEY TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500959105,MA,SALEM CITY,78,34,-888888: Not Applicable,44, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,44,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500959245,MA,SALISBURY TOWN,12,6,-888888: Not Applicable,6, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,4,OTHER,2, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500960015,MA,SAUGUS TOWN,17,5,-888888: Not Applicable,12, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,4,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,8,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500968645,MA,SWAMPSCOTT TOWN,5,1,-888888: Not Applicable,4, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,4,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500970150,MA,TOPSFIELD TOWN,11,3,-888888: Not Applicable,8, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,0,Name not on list and could not verified at precinct,8,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500974595,MA,WENHAM TOWN,10,2,-888888: Not Applicable,8, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,7,Name not on list and could not verified at precinct,1,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2500977150,MA,WEST NEWBURY TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,0,Name not on list and could not verified at precinct,0,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501102095,MA,ASHFIELD TOWN,1,0,-888888: Not Applicable,1, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,1,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501105560,MA,BERNARDSTON TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501109595,MA,BUCKLAND TOWN,3,3,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501112505,MA,CHARLEMONT TOWN,6,1,-888888: Not Applicable,5, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,2,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,3,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501114885,MA,COLRAIN TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501115200,MA,CONWAY TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501116670,MA,DEERFIELD TOWN,12,7,-888888: Not Applicable,5, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,1,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,4,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501121780,MA,ERVING TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501125730,MA,GILL TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
